;2;nc;0;0
;2;nc;1;0
;2;nc;6;0
;2;nc;8;1
;3;nc;20;1
;4;nc;26;1
;5;nc;33;0
;4;nc;25;6
;5;nc;40;10
;6;nc;43;8
;7;nc;37;7
;8;nc;34;0
;6;nc;29;4
;8;nc;41;7
;9;nc;46;19
;10;nc;51;38
;11;nc;49;47
;12;nc;48;56
;13;nc;51;35
;13;nc;39;3
;15;nc;33;0
;13;nc;21;0
;13;nc;29;15
;14;nc;32;19
;15;nc;35;0
;13;nc;30;9
;15;nc;45;31
;16;nc;42;37
;16;nc;23;43
;16;nc;24;49
;16;nc;20;48
;16;nc;14;43
;16;nc;13;38
;16;nc;8;25
;16;nc;3;0
;15;nc;0;0
;14;nc;0;0
;13;nc;0;0
;12;nc;0;0
;11;nc;0;0
